Customer ID,,Name,Age,SSN,Occupation,Annual Income,,Num Bank Accounts,Num Credit Card,Interest Rate,Num of Loan,Type of Loan,Delay from due date,Num of Delayed Payment,Changed Credit Limit,Num Credit Inquiries,CreditAbove StandardMix,Outstanding Debt,Credit Utilization Ratio,,,Total EMI per month,Amount invested monthly,Payment Behaviour,Monthly Balance,,Monthly_In_Hand_Salary,Credit History Age (Months)
CUS 0x8e75,,Alisteri,47,Data MIssing,Doctor,70112.78,,1,7,3,2,"Mortgage Loan, and Student Loan",7,3,1.75,5,Good,877.06,27.09,,,69.72,91.72,High spent Large value payments,677.53,,5258.46,307
CUS 0x8e75,,Alisteri,47,854-67-0053,Doctor,70112.78,,1,7,3,2,"Mortgage Loan, and Student Loan",5,5,1.75,5,Good,877.06,26.75,,,69.72,547.38,Low spent Large value payments,251.87,,5258.46,308
CUS 0x8e75,,Alisteri,47,854-67-0053,Doctor,70112.78,,1,7,3,2,"Mortgage Loan, and Student Loan",5,3,-1.25,5,Good,877.06,35.32,,,69.72,283.28,High spent Small value payments,505.98,,5258.46,309
CUS 0xf95,,Alexei Anishchukz,18,082-42-3634,Entrepreneur,15604.56,,9,5,25,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",23,23,8.08,13,Bad,2686.18,29.52,,,37.91,86.09,Low spent Small value payments,304.94,,1170.34,240
CUS 0xf95,,Alexei Anishchukz,18,082-42-3634,       ,15604.56,,9,5,25,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",27,23,8.08,13,Bad,2686.18,39.55,,,37.91,127.78,Low spent Medium value payments,253.25,,1170.34,241
CUS 0xf95,,Alexei Anishchukz,18,082-42-3634,Entrepreneur,15604.56,,9,5,25,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",27,21,8.08,13,Bad,2686.18,34.43,,,37.91,179.58,Low spent Small value payments,211.45,,1170.34,242
CUS 0xf95,,Alexei Anishchukz,18,082-42-3634,Entrepreneur,15604.56,,9,5,25,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",29,23,12.08,13,Bad,2686.18,27.29,,,37.91,74.88,Low spent Small value payments,316.14,,1170.34,243
CUS 0x4028,,Papachristouy,37,407-45-5883,Manager,68935.26,,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",14,6,3.25,5,Above Standard,457.81,35.25,,,102.8,142.6,High spent Large value payments,546.46,,5170.14,312
CUS 0x4028,,Papachristouy,37,407-45-5883,Manager,68935.26,,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",12,6,3.25,5,Good,457.81,24.6,,,102.8,492.74,Low spent Large value payments,226.32,,5170.14,313
CUS 0x4028,,Data MIssing,37,407-45-5883,Manager,68935.26,,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",14,6,3.25,5,Good,457.81,40.71,,,102.8,351.37,Low spent Medium value payments,377.7,,5170.14,314
CUS 0x4028,,Data MIssing,37,407-45-5883,Manager,68935.26,,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",14,9,3.25,5,Above Standard,457.81,24.69,,,102.8,519.67,Low spent Medium value payments,209.4,,5170.14,315
CUS 0x8db8,,Aileen Wanga,43,451-74-2945,Doctor,31807,,8,3,14,2,"Student Loan, and Mortgage Loan",17,7,14.68,2,Standard,611.04,38.32,,,35.55,178,High spent Small value payments,319.81,,2385.52,249
CUS 0x8db8,,Data MIssing,43,451-74-2945,Doctor,31807,,8,3,14,2,"Student Loan, and Mortgage Loan",17,8,14.68,2,Standard,611.04,29.67,,,35.55,32.52,High spent Large value payments,445.28,,2385.52,250
CUS 0x8db8,,Aileen Wanga,43,451-74-2945,Doctor,31807,,8,3,14,2,"Student Loan, and Mortgage Loan",17,8,14.68,2,Standard,611.04,28.31,,,35.55,111.37,Low spent Large value payments,396.43,,2385.52,251
CUS 0x8db8,,Aileen Wanga,43,451-74-2945,Doctor,31807,,8,3,14,2,"Student Loan, and Mortgage Loan",17,8,14.68,2,Above Standard,611.04,30.8,,,35.55,344.05,Low spent Small value payments,183.76,,2385.52,252
CUS 0x1e63,,Aileen Wangy,37,341-75-1132,       ,10025.2,,10,10,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",23,14,16.88,12,Standard,1409.58,26.25,,,41.43,49.22,High spent Small value payments,278.29,,751.89,191
CUS 0x1e63,,Aileen Wangy,37,341-75-1132,Musician,10025.2,,10,10,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",23,14,16.88,12,Standard,1409.58,33.7,,,41.43,10000,Low spent Small value payments,302.55,,751.89,192
CUS 0x1e63,,Aileen Wangy,37,341-75-1132,Musician,10025.2,,10,10,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",21,12,16.88,12,Standard,1409.58,32.21,,,28755,33.07,High spent Medium value payments,284.44,,751.89,193
CUS 0x1e63,,Data MIssing,37,341-75-1132,Musician,10025.2,,10,10,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",18,14,16.88,13,Standard,1409.58,24.67,,,41.43,83.23, Data Missing,274.29,,751.89,194
CUS 0x4948,,Robinsonc,39,432-73-5991,Media Manager,64036.88,,8,4,15,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",25,Data Missing,14.7,9,Standard,1635.19,35.29,,,127.83,, Data Missing,537.63,,4802.77,100
CUS 0x4948,,Robinsonc,39,432-73-5991,Media Manager,64036.88,,8,4,15,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",24,15,14.7,Data Missing,Standard,1635.19,29.38,,,127.83,225.86,High spent Medium value payments,455.45,,4802.77,101
CUS 0x4948,,Robinsonc,39,432-73-5991,       ,64036.88,,8,4,15,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",29,15,14.7,9,Standard,1635.19,35.65,,,127.83,190.03,High spent Medium value payments,491.28,,4802.77,102
CUS 0x4948,,Robinsonc,39,432-73-5991,Media Manager,64036.88,,8,4,15,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",29,17,14.7,9,Standard,1635.19,35.18,,,127.83,544.83,Low spent Small value payments,176.49,,4802.77,103
CUS 0xc37b,,Data MIssing,30,919-05-3349,Teacher,9783.245,,8,6,29,8,"Not Specified, Credit-Builder Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",49,17,2.75,7,Bad,1684.06,23.62,,,52.84,77.7, Data Missing,240.29,,733.74,229
CUS 0xc37b,,Thomaso,30,919-05-3349,Teacher,9783.245,,8,6,29,8,"Not Specified, Credit-Builder Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",43,17,7.75,7,Bad,1684.06,30.84,,,52.84,35.13,Low spent Small value payments,292.86,,733.74,230
CUS 0xc37b,,Thomaso,30,919-05-3349,Teacher,9783.245,,8,6,29,8,"Not Specified, Credit-Builder Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",44,17,7.75,11,Bad,1684.06,29.09,,,52.84,10000,Low spent Medium value payments,279.61,,733.74,231
CUS 0xc37b,,Thomaso,30,919-05-3349,Teacher,9783.245,,8,6,29,8,"Not Specified, Credit-Builder Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",45,17,7.75,11,Bad,1684.06,34.19,,,52.84,83.73,Low spent Small value payments,244.26,,733.74,232
CUS 0xfcc,,Suvashree Deyy,22,388-13-4625,Accountant,86522.72,,8,5,13,1,Student Loan,14,9,15.51,13,Standard,455.22,43.34,,,45.26,89.48,High spent Large value payments,815.08,,6489.2,340
CUS 0xfcc,,Suvashree Deyy,22,388-13-4625,Accountant,86522.72,,8,5,13,1,Student Loan,14,10, ,13,Standard,455.22,37.15,,,45.26,105.62,High spent Large value payments,798.94,,6489.2,341
CUS 0xfcc,,Suvashree Deyy,22,388-13-4625,Accountant,86522.72,,8,5,13,1,Student Loan,14,11,19.51,13,Standard,455.22,37.65,,,45.26,306.51,High spent Small value payments,618.05,,6489.2,342
CUS 0xfcc,,Suvashree Deyy,23,388-13-4625,Accountant,86522.72,,8,5,13,1,Student Loan,18,12,15.51,13,Standard,455.22,29.39,,,45.26,10000, Data Missing,754.99,,6489.2,343
CUS 0x64ce,,Lopezu,22,066-73-7172,Lawyer,124419.66,,3,4,11,4,"Home Equity Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",13,10,7.12,Data Missing,Good,923.85,41.15,,,344.18,128.83,High spent Medium value payments,799.12,,9331.47,391
CUS 0x64ce,,Lopezu,22,066-73-7172,Lawyer,124419.66,,3,4,11,4,"Home Equity Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",13,11,7.12,Data Missing,Good,923.85,42.69,,,344.18,180.27,High spent Medium value payments,747.68,,9331.47,392
CUS 0x64ce,,Lopezu,22,066-73-7172,Lawyer,124419.66,,3,4,11,4,"Home Equity Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",13,8,7.12,5,Good,923.85,26.62,,,344.18,10000,High spent Medium value payments,621.99,,9331.47,393
CUS 0x64ce,,Lopezu,22,066-73-7172,Lawyer,124419.66,,3,4,11,4,"Home Equity Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",13,8,7.12,5,Good,923.85,39,,,344.18,433.65,Low spent Small value payments,534.3,,9331.47,394
CUS 0x9574,,Viswanathan,50,778-83-5214,Entrepreneur,15606.515,,3,4,6,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",11,Data Missing,9.37,2,Good,257.85,29.9,,,35.63,31.6,High spent Small value payments,316.23,,1170.49,403
CUS 0x9574,,Viswanathan,50,Data MIssing,Entrepreneur,15606.515,,3,4,6,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",7,0, ,3,Good,257.85,26.79,,,35.63,53.37,Low spent Large value payments,304.45,,1170.49,404
CUS 0x9574,,Viswanathan,51,778-83-5214,Entrepreneur,15606.515,,3,4,6,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",7,-1,9.37,3,Good,257.85,24.17,,,35.63,106.94,Low spent Small value payments,270.89,,1170.49,405
CUS 0x9574,,Viswanathan,51,778-83-5214,Entrepreneur,15606.515,,3,4,6,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",6,4,8.37,Data Missing,Good,257.85,26.98,,,35.63,19.33,High spent Medium value payments,318.5,,1170.49,406
CUS 0xbc88,,Matthew Goldsteinb,25,648-41-8012,Developer,28230.92,,8,6,32,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",49,14,28.17,14,Bad,2989.13,26.49,,,132.48,107.22,High spent Small value payments,238.76,,2117.32,90
CUS 0xbc88,,Matthew Goldsteinb,25,648-41-8012,       ,28230.92,,8,6,32,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",49,16,25.17,14,Above Standard,2989.13,28.9,,,132.48,171.14,Low spent Small value payments,204.84,,2117.32,91
CUS 0xbc88,,Matthew Goldsteinb,25,648-41-8012,Developer,28230.92,,8,6,32,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",49,16,25.17,14,Bad,2989.13,28.39,,,132.48,66.34,Low spent Large value payments,289.63,,2117.32,92
CUS 0xbc88,,Matthew Goldsteinb,25,648-41-8012,Developer,28230.92,,8,6,32,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",53,16,25.17,14,Bad,2989.13,26.01,,,132.48,89.73,High spent Small value payments,256.24,,2117.32,93
CUS 0x661b,,Jennifer Ablanc,29,926-72-2848,Developer,10623.765,,6,3,18,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",7,13,16.39,7,Standard,181.68,38.21,,,26.52,72.03,Low spent Medium value payments,270.98,,796.78,195
CUS 0x661b,,Jennifer Ablanc,29,926-72-2848,Developer,10623.765,,6,3,18,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",7,12,12.39,7,Above Standard,181.68,30.42,,,26.52,37.79, Data Missing,305.22,,796.78,196
CUS 0x661b,,Jennifer Ablanc,29,926-72-2848,Developer,10623.765,,6,3,18,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",7,12,11.39,7,Above Standard,181.68,39.19,,,26.52,92.93, Data Missing,260.09,,796.78,197
CUS 0x661b,,Jennifer Ablanc,29,926-72-2848,Developer,10623.765,,6,3,18,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",7,12,16.39,7,Standard,181.68,32.44,,,26.52,57.1,High spent Small value payments,265.92,,796.78,198
CUS 0xc51,,Danv,19,269-33-7962,Teacher,11970.955,,8,4,7,2,"Payday Loan, and Credit-Builder Loan",26,8,4.72,6,Standard,889.62,34.04,,,14.89,45.94,Low spent Small value payments,346.14,,897.82,319
CUS 0xc51,,Danv,19,Data MIssing,Teacher,11970.955,,8,4,7,2,"Payday Loan, and Credit-Builder Loan",26,8,4.72,6,Standard,889.62,27.5,,,14.89,97.94, Data Missing,294.13,,897.82,320
CUS 0xc51,,Data MIssing,19,269-33-7962,Teacher,11970.955,,8,4,7,2,"Payday Loan, and Credit-Builder Loan",26,6,3.72,6,Standard,889.62,37.25,,,14.89,80.81,Low spent Small value payments,311.27,,897.82,321
CUS 0xc51,,Danv,19,269-33-7962,Teacher,11970.955,,8,4,7,2,"Payday Loan, and Credit-Builder Loan",26,8,6.72,6,Standard,889.62,26.93,,,14.89,144.33,Low spent Small value payments,247.75,,897.82,322
CUS 0x9536,,Sabar,34,782-09-5812,Manager,112362.76,,4,4,5,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,20,1.86,2,Standard,1358.65,31.09,,,236.28,596.83, Data Missing,354.85,,8427.21,286
CUS 0x9536,,Sabar,41,Data MIssing,Manager,112362.76,,4,4,5,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",28,23,5.86,2,Standard,1358.65,36.84,,,236.28,549.34,High spent Small value payments,402.34,,8427.21,287
CUS 0x9536,,Sabar,41,782-09-5812,Manager,112362.76,,4,4,5,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,19,4.86,2,Standard,1358.65,36.5,,,236.28,155.87,High spent Medium value payments,785.81,,8427.21,288
CUS 0x9536,,Sabar,34,782-09-5812,Manager,112362.76,,4,4,5,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,20,5.86,6,Standard,1358.65,37.44,,,236.28,1113.15,Low spent Small value payments,,,8427.21,289
CUS 0xc5a0,,Data MIssing,20,Data MIssing,Manager,33335.24,,1,6,8,1,Student Loan,1,7,4.07,4,Above Standard,1226.23,33.51,,,21.54,231.11,Low spent Small value payments,343.34,,2500.14,262
CUS 0xc5a0,,Gillesb,20,650-73-8163,Manager,33335.24,,1,6,8,1,Student Loan,1,10,4.07,8,Good,1226.23,33.12,,,21.54,,Low spent Small value payments,376.88,,2500.14,263
CUS 0xc5a0,,Gillesb,20,650-73-8163,Manager,33335.24,,1,6,8,1,Student Loan,1,8,4.07,8,Good,1226.23,40.9,,,21.54,158.91,Low spent Large value payments,395.55,,2500.14,264
CUS 0xc5a0,,Gillesb,21,650-73-8163,Manager,33335.24,,1,6,8,1,Student Loan,1,7,4.07,2332,Above Standard,1226.23,35.68,,,21.54,44.94,High spent Medium value payments,489.52,,2500.14,265
CUS 0xb282,,Sara Rossii,32,273-80-9678,Manager,131577.84,,2,3,3,2,"Credit-Builder Loan, and Personal Loan",14,2,-2.47,7,Good,816.21,30.08,,,185.41,1016.57,Low spent Medium value payments,198.6,,9868.34,263
CUS 0xb282,,Sara Rossii,32,273-80-9678,Manager,131577.84,,2,3,3,2,"Credit-Builder Loan, and Personal Loan",14,2,1.53,7,Good,816.21,32.25,,,185.41,621.41, Data Missing,593.76,,9868.34,264
CUS 0xb282,,Sara Rossii,32,273-80-9678,Manager,131577.84,,2,3,3,2,"Credit-Builder Loan, and Personal Loan",18,2,-3.47,7,Above Standard,816.21,40.39,,,185.41,273.85,High spent Large value payments,901.32,,9868.34,265
CUS 0xb282,,Sara Rossii,32,273-80-9678,Manager,131577.84,,2,3,3,2,"Credit-Builder Loan, and Personal Loan",14,2,1.53,7,Good,816.21,35.83,,,13973,437.3,Low spent Large value payments,767.87,,9868.34,266
CUS 0xb9b8,,Dhanya Skariachand,49,867-87-8867,Entrepreneur,10850224,,2,5,5,3,"Student Loan, Credit-Builder Loan, and Not Specified",9,11,8.54,2,Good,1339.6,37,,,204.92,90.11,High spent Small value payments,370.26,,813766.8,268
CUS 0xb9b8,,Dhanya Skariachand,34,867-87-8867,Entrepreneur,32314.44,,2,5,5,3,"Student Loan, Credit-Builder Loan, and Not Specified",9,11,9.54,2,Good,1339.6,32.22,,,204.92,117.86,High spent Small value payments,342.51,,2423.58,269
CUS 0xb9b8,,Dhanya Skariachand,49,867-87-8867,Entrepreneur,32314.44,,2,5,5,3,"Student Loan, Credit-Builder Loan, and Not Specified",4,11,9.54,2,Above Standard,1339.6,24.18,,,204.92,172.35,High spent Small value payments,288.02,,2423.58,270
CUS 0xb9b8,,Data MIssing,49,Data MIssing,Entrepreneur,32314.44,,2,5,5,3,"Student Loan, Credit-Builder Loan, and Not Specified",9,11,9.54,2,Good,1339.6,23.48,,,51271,75.42, Data Missing,374.95,,2423.58,271
CUS 0x3e81,,Chuck Mikolajczaky,20,443-33-4707,Manager,7477136,,0,5,7,1,Payday Loan,13,3,11.42,2,Good,71.52,36.42,,,27.65,46.65,High spent Large value payments,652.79,,560785.2,403
CUS 0x3e81,,Chuck Mikolajczaky,20,Data MIssing,       ,61235.6,,0,5,7,1,Payday Loan,17,Data Missing,11.42,2,Good,71.52,24.08,,,27.65,456.74,Low spent Large value payments,272.7,,4592.67,404
CUS 0x3e81,,Chuck Mikolajczaky,20,443-33-4707,Manager,61235.6,,0,5,7,1,Payday Loan,17,3,11.42,2,Good,71.52,30.39,,,27.65,211.01,Low spent Medium value payments,528.43,,4592.67,405
CUS 0x3e81,,Chuck Mikolajczaky,20,Data MIssing,Manager,61235.6,,0,34,7,1,Payday Loan,16,3,4.42,3,Good,71.52,35.94,,,27.65,297.69,Low spent Small value payments,451.75,,4592.67,406
CUS 0x3702,,Barbashr,40,232-80-7977,Journalist,19078.93,,5,7,20,0,,19,15,19.34,8,Standard,265.86,33.79,,,0,105.08,Low spent Small value payments,315.41,,1430.92,227
CUS 0x3702,,Data MIssing,40,232-80-7977,Journalist,19078.93,,5,7,20,0,,19,15,19.34,8,Above Standard,265.86,31.02,,,0,167.56,Low spent Small value payments,252.93,,1430.92,228
CUS 0x3702,,Barbashr,40,232-80-7977,Journalist,19078.93,,5,7,34,0,,19,12,19.34,8,Standard,265.86,29.28,,,0,100.55,Low spent Medium value payments,309.94,,1430.92,229
CUS 0x3702,,Barbashr,34,232-80-7977,Journalist,19078.93,,5,7,20,0,,19,15,19.34,8,Standard,265.86,34.63,,,0,90.34,Low spent Large value payments,310.15,,1430.92,230
CUS 0x8a0f,,Pelofskyv,34,419-92-2278,       ,83703.52,,6,9,27,8,"Not Specified, Payday Loan, Home Equity Loan, Auto Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",31,17,30.02,10,Bad,4525.08,35.42,,,363.24,477.46, Data Missing,144.83,,6277.76,132
CUS 0x8a0f,,Data MIssing,34,419-92-2278,Mechanic,83703.52,,6,9,27,8,"Not Specified, Payday Loan, Home Equity Loan, Auto Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",26,20,28.02,10,Bad,4525.08,31.89,,,363.24,473.85, Data Missing,118.44,,6277.76,
CUS 0x8a0f,,Pelofskyv,34,419-92-2278,       ,83703.52,,6,9,27,8,"Not Specified, Payday Loan, Home Equity Loan, Auto Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",21,18,28.02,10,Bad,4525.08,33.45,,,363.24,89.51,High spent Medium value payments,492.78,,6277.76,134
CUS 0x8a0f,,Pelofskyv,35,419-92-2278,Mechanic,83703.52,,6,9,27,8,"Not Specified, Payday Loan, Home Equity Loan, Auto Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",23,20,28.02,10,Bad,4525.08,34.32,,,363.24,,High spent Large value payments,458.31,,6277.76,135
CUS 0x21be,,Ransdellx,46,340-80-4117,Musician,99127.04,,8,3,10,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",18,6,13.88,7,Standard,1126.35,37.1,,,245.99,10000, Data Missing,697.6,,7434.53,321
CUS 0x21be,,Ransdellx,46,340-80-4117,Musician,99127.04,,8,3,10,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",17,19,13.88,7,Standard,1126.35,35.92,,,245.99,,Low spent Small value payments,187.88,,7434.53,322
CUS 0x21be,,Ransdellx,46,340-80-4117,Musician,99127.04,,8,3,10,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",21,16,16.88,7,Above Standard,1126.35,26.76,,,245.99,381.22,Low spent Medium value payments,474.55,,7434.53,323
CUS 0x21be,,Ransdellx,46,340-80-4117,Musician,99127.04,,8,3,10,4,"Payday Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",17,19, ,7,Above Standard,1126.35,36.33,,,245.99,106.7,High spent Large value payments,709.07,,7434.53,324
CUS 0x8c1f,,Warren Strobels,15,471-06-8456,Writer,10405.01,,6,7,30,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",49,13,12.66,13,Above Standard,2086.22,31.46,,,33.6,51.67,Low spent Small value payments,274.13,,780.38,
CUS 0x8c1f,,Warren Strobels,15,471-06-8456,       ,10405.01,,34,7,30,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",54,15,16.66,13,Standard,2086.22,27.21,,,33.6,46.6,Low spent Small value payments,279.21,,780.38,185
CUS 0x8c1f,,Warren Strobels,15,471-06-8456,Writer,10405.01,,6,7,30,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",54,12,12.66,13,Standard,2086.22,31.55,,,33.6,,High spent Small value payments,282.71,,780.38,
CUS 0x8c1f,,Data MIssing,16,471-06-8456,Writer,10405.01,,6,7,30,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",54,12,12.66,13,Above Standard,2086.22,36.35,,,33.6,10000,Low spent Small value payments,257.61,,780.38,
CUS 0x67e1,,Cablef,43,298-35-2655,Lawyer,135895.96,,8,4,6,0,,11,17,7.45,3,Above Standard,429.77,48.15,,,0,96.75, Data Missing,1273.72,,10192.2,228
CUS 0x67e1,,Cablef,43,298-35-2655,Lawyer,135895.96,,8,4,6,0,,12,17,7.45,3,Above Standard,429.77,33.4,,,0,1284.2,Low spent Small value payments,136.27,,10192.2,
CUS 0x67e1,,Cablef,43,298-35-2655,Lawyer,135895.96,,8,4,6,0,,9,18,7.45,3,Good,429.77,28.82,,,0,227.8,High spent Large value payments,1142.67,,10192.2,230
CUS 0x67e1,,Cablef,43,298-35-2655,       ,135895.96,,8,4,6,0,,12,17,7.45,3,Good,429.77,42.08,,,0,234.66,High spent Medium value payments,1145.8,,10192.2,231
CUS 0x1c06,,Scuffhamx,22,051-71-5276,Doctor,29608.46,,7,8,31,7,"Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",43,19,9.06,10,Bad,1286.07,23.9,,,141.76,231.27,Low spent Medium value payments,169.51,,2220.63,186
CUS 0x1c06,,Scuffhamx,22,051-71-5276,Doctor,29608.46,,7,8,31,7,"Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",42,16,9.06,10,Bad,1286.07,38.71,,,141.76,203.72,Low spent Medium value payments,197.05,,2220.63,187
CUS 0x1c06,,Scuffhamx,22,051-71-5276,Doctor,29608.46,,7,8,31,7,"Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",40,16,3.06,14,Bad,1286.07,27.37,,,141.76,181.09,High spent Small value payments,199.68,,2220.63,188
CUS 0x1c06,,Scuffhamx,22,051-71-5276,Doctor,29608.46,,7,8,31,7,"Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",41,13,14.06,14,Bad,1286.07,27.11,,,59051,43.16,High spent Medium value payments,327.62,,2220.63,189
CUS 0x5761,,Taylora,30,154-57-8374,Entrepreneur,29999.94,,10,9,15,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",42,19,7.67,13,Bad,2593.23,37,,,101.65,105.38,Low spent Large value payments,339.77,,2250,201
CUS 0x5761,,Data MIssing,30,154-57-8374,Entrepreneur,29999.94,,10,9,15,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",42,19,7.67,13,Bad,2593.23,30.5,,,101.65,134.95,Low spent Small value payments,330.2,,2250,202
CUS 0x5761,,Taylora,30,154-57-8374,Entrepreneur,29999.94,,10,9,15,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",38,22,11.67,13,Bad,2593.23,22.02,,,101.65,159.33,Low spent Medium value payments,295.82,,2250,203
CUS 0x5761,,Taylora,30,154-57-8374,Entrepreneur,29999.94,,10,9,15,5,"Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Mortgage Loan",40,21,7.67,13,Bad,2593.23,40.1,,,101.65,183.62,High spent Small value payments,251.53,,2250,204
CUS 0x9a4a,,Poppery,15,456-84-1684,Musician,52972.5,,7,5,32,3,"Student Loan, Home Equity Loan, and Mortgage Loan",50,24,7.2,12,Above Standard,2196.59,31.68,,,112.7,379.7,Low spent Small value payments,257.64,,3972.94,111
CUS 0x9a4a,,Poppery,15,456-84-1684,Musician,52972.5,,7,5,32,3,"Student Loan, Home Equity Loan, and Mortgage Loan",44,Data Missing,7.2,12,Bad,2196.59,36.47,,,112.7,617,Low spent Small value payments,20.34,,3972.94,112
CUS 0x9a4a,,Poppery,15,456-84-1684,       ,52972.5,,7,5,32,3,"Student Loan, Home Equity Loan, and Mortgage Loan",46,25,7.2,12,Bad,2196.59,33.27,,,112.7,77.11,High spent Medium value payments,520.23,,3972.94,113
CUS 0x9a4a,,Poppery,16,456-84-1684,Musician,52972.5,,7,5,32,3,"Student Loan, Home Equity Loan, and Mortgage Loan",46,27, ,12,Bad,2196.59,37.8,,,75108,187.19,High spent Medium value payments,410.15,,3972.94,114
CUS 0x100b,,Shirboni,19,238-62-0395,Media Manager,113781.39,,1,4,1,0,,14,8,11.34,4,Above Standard,1030.2,26.68,,,0,, Data Missing,580.67,,8533.6,191
CUS 0x100b,,Shirboni,19,238-62-0395,Media Manager,113781.39,,1,4,1,0,,9,7,9.34,4,Good,1030.2,38.09,,,0,300.95,High spent Medium value payments,904.03,,8533.6,192
CUS 0x100b,,Shirboni,19,238-62-0395,Media Manager,113781.39,,1,4,1,0,,14,7,6.34,4,Good,1030.2,40.9,,,0,,Low spent Large value payments,628.52,,8533.6,193
